INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,location,Count
Eastbound 16 Avenue at Edmonton Trail NE,2 vehicle incident blocking right lanes eastbound and northbound.,03/03/2017 04:52:40 PM,03/03/2017 04:54:13 PM,NE,-114.05616755207,51.0668426165042,"(51.0668426165042, -114.05616755207)",1
Memorial Drive at Marlborough Way NE,2 vehicle incident,03/03/2017 05:37:18 PM,03/03/2017 05:50:13 PM,NE,-113.976923498788,51.0526773295851,"(51.0526773295851, -113.976923498788)",1
Northbound Crowchild Trail at University Drive NW,Stalled vehicle,03/03/2017 06:13:06 PM,03/03/2017 06:14:29 PM,NW,-114.11794097485,51.0625372911908,"(51.0625372911908, -114.11794097485)",1
Northbound Deerfoot Trail approaching 17 Avenue SE,2 vehicle incident,03/03/2017 09:23:56 PM,03/03/2017 09:26:16 PM,SE,-113.997536022622,51.031785365354,"(51.031785365354, -113.997536022622)",1
162 Avenue and Shawingan Drive SW,2 vehicle incident in the intersection.,03/03/2017 11:31:28 PM,03/03/2017 11:33:07 PM,SW,-114.076447986832,50.9026943032555,"(50.9026943032555, -114.076447986832)",1
Southbound Macleod Trail approaching 25 Avenue SE,2 vehicle incident in the middle lane.,03/04/2017 06:42:23 AM,03/04/2017 06:44:43 AM,SE,-114.059675002152,51.0305085334804,"(51.0305085334804, -114.059675002152)",1
Southbound Edmonton Trail approaching Memorial Drive NE,2 vehicle incident.,03/04/2017 10:07:14 AM,03/04/2017 10:08:20 AM,NE,-114.050335537459,51.0506018522479,"(51.0506018522479, -114.050335537459)",1
17 Avenue at 45 Street SW,2 vehicle incident.,03/04/2017 11:52:58 AM,03/04/2017 11:54:10 AM,SW,-114.152816649302,51.0378028280234,"(51.0378028280234, -114.152816649302)",1
26 Street at 34 Avenue SE,2 vehicle incident.,03/04/2017 04:26:31 PM,03/04/2017 04:27:21 PM,SE,-113.999024741187,51.0231416433557,"(51.0231416433557, -113.999024741187)",1
53 Street at Crowchild Trail NW,2 vehicle incident.,03/04/2017 05:28:44 PM,03/04/2017 05:29:53 PM,NW,-114.164813274898,51.1055580702089,"(51.1055580702089, -114.164813274898)",1
Shaganappi Trail at Nolan Hill Gate NW,2 vehicle incident.,03/04/2017 06:48:20 PM,03/04/2017 06:49:48 PM,NW,-114.160693157878,51.1799905892224,"(51.1799905892224, -114.160693157878)",1
Westbound Memorial Drive at Deerfoot Trail NE,2 vehicle incident,03/04/2017 10:52:29 PM,03/04/2017 10:54:12 PM,NE,-114.018794814325,51.0490131659307,"(51.0490131659307, -114.018794814325)",1
Southbound 52 Street at 44 Avenue NE,2 vehicle incident,03/04/2017 11:00:49 PM,03/04/2017 11:18:01 PM,NE,-113.958493888685,51.0914577217425,"(51.0914577217425, -113.958493888685)",1
Ranchlands Boulevard at Nose Hill Drive NW,2 vehicle incident,03/04/2017 11:16:24 PM,03/04/2017 11:18:01 PM,NW,-114.198158253845,51.1241536090093,"(51.1241536090093, -114.198158253845)",1
Northbound Deerfoot Trail at Beddington Trail NE,Multi vehicle incident blocking multiple lanes,03/05/2017 05:19:03 AM,03/05/2017 05:20:38 AM,NE,-114.045574070763,51.1208048601013,"(51.1208048601013, -114.045574070763)",1
Southbound Barlow Trail at 3 Avenue SE,2 vehicle incident.,03/05/2017 10:50:09 AM,03/05/2017 10:53:31 AM,SE,-114.001775125733,51.0474927925707,"(51.0474927925707, -114.001775125733)",1
Westbound 16 Avenue at 29 Street NW,2 vehicle incident.,03/05/2017 03:12:23 PM,03/05/2017 03:13:16 PM,NW,-114.129159784131,51.0680033110213,"(51.0680033110213, -114.129159784131)",1
Southbound Deerfoot Trail approaching 24 Street SE,Single vehicle incident.,03/05/2017 05:04:41 PM,03/05/2017 05:06:45 PM,SE,-114.019172200616,50.9522554229475,"(50.9522554229475, -114.019172200616)",1
68 Street at 16 Avenue NE,2 vehicle incident.,03/05/2017 05:40:43 PM,03/05/2017 05:41:31 PM,NE,-113.937720376229,51.0670932992165,"(51.0670932992165, -113.937720376229)",1
Memorial Drive at Edmonton Trail NE,2 vehicle incident.,03/05/2017 06:29:11 PM,03/05/2017 06:31:50 PM,NE,-114.050335537459,51.0506018522479,"(51.0506018522479, -114.050335537459)",1
Northbound Deerfoot Trail at Calfrobe Bridge SE,Single vehicle incident.,03/05/2017 09:07:02 PM,03/05/2017 09:08:08 PM,SE,-114.019418623875,51.0083950901213,"(51.0083950901213, -114.019418623875)",1
Northbound Deerfoot Trail past Glenmore Trail SE,Single vehicle incident.,03/05/2017 09:31:10 PM,03/05/2017 09:32:23 PM,SE,-114.032335745904,50.9995337739843,"(50.9995337739843, -114.032335745904)",1
Southbound Crowchild Trail approaching 50 Avenue SW,2 vehicle incident,03/05/2017 10:23:17 PM,03/05/2017 10:24:40 PM,SW,-114.118104675799,51.0131510480866,"(51.0131510480866, -114.118104675799)",1
Southbound 52 Street at 106 Avenue SE,2 vehicle incident in the right lane.,03/06/2017 08:22:20 AM,03/06/2017 08:24:16 AM,SE,-113.958958206103,50.9578460710203,"(50.9578460710203, -113.958958206103)",1
Southbound Deerfoot Trail at 16 Avenue NE,Multi-vehicle incident in the right lane.,03/06/2017 08:21:34 AM,03/06/2017 08:24:16 AM,NE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",1
98 Avenue at 19 Street SW,There is an incident involving a pedestrian.,03/06/2017 08:36:03 AM,03/06/2017 08:44:29 AM,SW,-114.106357565923,50.9650108645518,"(50.9650108645518, -114.106357565923)",1
Eastbound Memorial Drive approaching 10 Street NW,2 vehicle incident in the right lane.,03/06/2017 08:31:08 AM,03/06/2017 08:44:29 AM,NW,-114.085860347592,51.0519609880605,"(51.0519609880605, -114.085860347592)",1
13 Avenue at 12 Street SW,2 vehicle incident.,03/06/2017 08:43:27 AM,03/06/2017 08:44:29 AM,SW,-114.091445890474,51.041275960548,"(51.041275960548, -114.091445890474)",1
Northbound Metis Trail at 80 Avenue NE,2 vehicle incident.,03/06/2017 09:42:19 AM,03/06/2017 09:44:02 AM,NE,-113.971461160756,51.1252938270341,"(51.1252938270341, -113.971461160756)",1
Southbound 52 Street at 61 Avenue SE,2 vehicle incident.,03/06/2017 10:26:56 AM,03/06/2017 10:27:46 AM,SE,-113.959055794978,50.9990390624694,"(50.9990390624694, -113.959055794978)",1
Northbound Barlow Trail approaching Airport Trail NE,2 vehicle incident.,03/06/2017 11:42:35 AM,03/06/2017 11:45:58 AM,NE,-114.002643194664,51.1396719150879,"(51.1396719150879, -114.002643194664)",1
Northbound 52 Street at 16 Avenue NE,2 vehicle incident in the middle lane.,03/06/2017 02:24:29 PM,03/06/2017 02:25:42 PM,NE,-113.963310837195,51.0671044015668,"(51.0671044015668, -113.963310837195)",1
17 Avenue and 36 Street SE,2 vehicle incident.,03/06/2017 03:24:21 PM,03/06/2017 03:26:42 PM,SE,-113.981691954269,51.037775984283,"(51.037775984283, -113.981691954269)",1
Southbound Crowchild Trail approaching Glenmore Trail SW,Single vehicle incident.,03/06/2017 04:13:46 PM,03/06/2017 04:16:01 PM,SW,-114.121071289426,51.0009971347515,"(51.0009971347515, -114.121071289426)",1
Eastbound McKnight Boulevard at Deerfoot Trail NE,2 vehicle incident.,03/06/2017 05:17:17 PM,03/06/2017 05:19:54 PM,NE,-114.047813927993,51.0961475541505,"(51.0961475541505, -114.047813927993)",1
Northbound Deerfoot Trail approaching 64 Avenue NE,Multi vehicle incident.,03/06/2017 05:15:47 PM,03/06/2017 05:19:54 PM,NE,-114.045451066058,51.1030233304394,"(51.1030233304394, -114.045451066058)",1
Richmond Road at Sarcee Trail SW,2 vehicle incident.,03/06/2017 09:40:07 PM,03/06/2017 09:41:18 PM,SW,-114.166911166039,51.0180695293347,"(51.0180695293347, -114.166911166039)",1
Southbound Deerfoot Trail at Bow Bottom Trail SE,"Single vehicle incident,.",03/06/2017 09:38:50 PM,03/06/2017 09:41:18 PM,SE,-114.030645278814,50.9487729040585,"(50.9487729040585, -114.030645278814)",1
Southbound Deerfoot Trail at Glenmore Trail SE,The road is closed due to an incident. Use alternate route.,03/06/2017 09:38:50 PM,03/06/2017 10:14:51 PM,SE,-114.030645278814,50.9487729040585,"(50.9487729040585, -114.030645278814)",1
Shawnessy Boulevard at Shawville Boulevard SE,2 vehicle incident.,03/06/2017 11:08:03 PM,03/06/2017 11:10:04 PM,SE,-114.069753115267,50.9129738237198,"(50.9129738237198, -114.069753115267)",1
Southbound Edmonton Trail at 9 Avenue NE,2 vehicle incident.,03/07/2017 06:51:58 AM,03/07/2017 06:52:46 AM,NE,-114.055003654342,51.06061492285,"(51.06061492285, -114.055003654342)",1
Fish Creek Boulevard at Everridge Drive SW,2 vehicle incident.,03/07/2017 07:48:05 AM,03/07/2017 07:54:48 AM,SW,-114.123377753142,50.9210642876082,"(50.9210642876082, -114.123377753142)",1
John Laurie Boulevard at 14 Street NW,2 vehicle incident.,03/07/2017 07:52:45 AM,03/07/2017 07:54:48 AM,NW,-114.098969655366,51.0907799911786,"(51.0907799911786, -114.098969655366)",1
68 Street at Abbeydale Drive NE,2 vehicle incident.,03/07/2017 07:51:59 AM,03/07/2017 07:54:48 AM,NE,-113.935031391766,51.0596450334126,"(51.0596450334126, -113.935031391766)",1
Richardson Way at Richardson Link SW,The traffic lights are on flash. Crews have been dispatched.,03/07/2017 08:38:00 AM,03/07/2017 08:51:06 AM,SW,-114.134540023006,51.0152251137696,"(51.0152251137696, -114.134540023006)",1
Sarcee Trail at 17 Avenue SW,2 vehicle incident.,03/07/2017 12:50:14 PM,03/07/2017 12:51:00 PM,SW,-114.166503282214,51.0392833514096,"(51.0392833514096, -114.166503282214)",1
Southbound Deerfoot Trail at Southland Drive SE,Single vehicle incident.,03/07/2017 01:58:04 PM,03/07/2017 02:24:39 PM,SE,-114.036221957794,50.9705895302783,"(50.9705895302783, -114.036221957794)",1
39 Avenue and 26 Street NE,Single vehicle incident.,03/07/2017 03:48:00 PM,03/07/2017 03:49:45 PM,NE,-113.997767952049,51.0887029038051,"(51.0887029038051, -113.997767952049)",1
Northbound Deerfoot Trail approaching Anderson Road SE,2 vehicle incident blocking the right lane.,03/07/2017 04:28:50 PM,03/07/2017 04:41:11 PM,SE,-114.019815728495,50.9524557897774,"(50.9524557897774, -114.019815728495)",1
Northbound Deerfoot Trail at 64 Avenue NE,2 vehicle incident blocking the right lane.,03/07/2017 04:39:54 PM,03/07/2017 04:41:11 PM,NE,-114.046399954327,51.1172205541183,"(51.1172205541183, -114.046399954327)",1
Northbound Shawville Boulevard approaching 162 Avenue SE,Single vehicle incident.,03/07/2017 05:25:11 PM,03/07/2017 05:46:35 PM,SE,-114.065269970615,50.9029776182228,"(50.9029776182228, -114.065269970615)",1
Westbound 162 Avenue at Macleod Trail SE,2 vehicle incident.,03/07/2017 05:36:14 PM,03/07/2017 05:46:35 PM,SE,-114.062034712806,50.9048165686232,"(50.9048165686232, -114.062034712806)",1
Northbound Deerfoot Trail at 32 Avenue NE,Multi-vehicle incident.,03/07/2017 05:58:44 PM,03/07/2017 06:25:12 PM,NE,-114.028825043377,51.0769560703353,"(51.0769560703353, -114.028825043377)",1
On the ramp from Eastbound McKnight Boulevard to Southbound Deerfoot Trail NE,Single vehicle incident.,03/08/2017 06:17:32 AM,03/08/2017 06:18:10 AM,NE,-114.047813927993,51.0961475541505,"(51.0961475541505, -114.047813927993)",1
Eastbound 32 Avenue at Deerfoot Trail NE,2 vehicle incident blocking the right lane.,03/08/2017 06:03:35 AM,03/08/2017 06:18:10 AM,NE,-114.038032334448,51.0866364874556,"(51.0866364874556, -114.038032334448)",1
Westbound 32 Avenue at Deerfoot Trail NE,2 vehicle incident blocking the right lane,03/08/2017 06:04:42 AM,03/08/2017 06:18:10 AM,NE,-114.038032334448,51.0866364874556,"(51.0866364874556, -114.038032334448)",1
Northbound Crowchild Trail at Bow Trail SW,2 vehicle incident blocking the left lane.,03/08/2017 06:15:01 AM,03/08/2017 06:18:10 AM,SW,-114.115033311174,51.0423506150612,"(51.0423506150612, -114.115033311174)",1
Southbound Stoney Trail at 16 Avenue NE,Single vehicle incident blocking the right lane.,03/08/2017 07:11:05 AM,03/08/2017 07:16:56 AM,NE,-113.929731671065,51.0670302472081,"(51.0670302472081, -113.929731671065)",1
Southbound Shaganappi Trail at John Laurie Boulevard NW,2 vehicle incident,03/08/2017 07:27:01 AM,03/08/2017 07:45:55 AM,NW,-114.139990081406,51.1092522634864,"(51.1092522634864, -114.139990081406)",1
Eastbound Memorial Drive approaching 19 Street NW,Stalled vehicle blocking the right lane.,03/08/2017 07:39:25 AM,03/08/2017 07:45:55 AM,NW,-114.106125423731,51.0491480905953,"(51.0491480905953, -114.106125423731)",1
Southbound Stoney Trail at 114 Avenue SE,Single vehicle incident,03/08/2017 07:33:55 AM,03/08/2017 07:45:55 AM,SE,-113.929481640384,50.9494147738947,"(50.9494147738947, -113.929481640384)",1
Westbound John Laurie Boulevard approaching 14 Street NW,2 vehicle incident,03/08/2017 07:30:04 AM,03/08/2017 07:45:55 AM,NW,-114.086314594719,51.0939062846339,"(51.0939062846339, -114.086314594719)",1
Westbound Stoney past Deerfoot Trail NE,Single vehicle incident blocking the right lane.,03/08/2017 07:36:54 AM,03/08/2017 07:45:55 AM,NE,-114.015398455209,51.1761517268222,"(51.1761517268222, -114.015398455209)",1
Southbound Metis Trail at 64 Avenue NE,Multi vehicle incident,03/08/2017 08:02:12 AM,03/08/2017 08:23:48 AM,NE,-113.975295312926,51.1109330631024,"(51.1109330631024, -113.975295312926)",1
Northbound Stoney Trail exit to 16 Avenue NE,Single vehicle incident,03/08/2017 08:40:06 AM,03/08/2017 08:41:39 AM,NE,-113.918832909976,51.0682400336002,"(51.0682400336002, -113.918832909976)",1
Northbound Deerfoot Trail at Memorial Drive NE,Single vehicle incident,03/08/2017 09:52:26 AM,03/08/2017 09:54:18 AM,NE,-114.01748846652,51.0487567119939,"(51.0487567119939, -114.01748846652)",1
Southbound Deerfoot Trail at Glenmore Trail SE,2 vehicle incident blocking the right lane.,03/08/2017 10:51:31 AM,03/08/2017 10:52:19 AM,SE,-114.039173086226,50.9941566757218,"(50.9941566757218, -114.039173086226)",1
Southbound Deerfoot Trail at 17 Avenue SE,Multi vehicle incident.,03/08/2017 11:01:21 AM,03/08/2017 11:05:21 AM,SE,-114.008611991531,51.0370350874538,"(51.0370350874538, -114.008611991531)",1
Northbound Falconridge Boulevard at McKnight Boulevard NE,2 vehicle incident.,03/08/2017 11:37:16 AM,03/08/2017 11:48:52 AM,NE,-113.960914255153,51.0961502581998,"(51.0961502581998, -113.960914255153)",1
Eastbound 16 Avenue approaching 52 Street NE,Multi vehicle incident,03/08/2017 11:47:41 AM,03/08/2017 11:48:52 AM,NE,-113.966100175231,51.0668520938082,"(51.0668520938082, -113.966100175231)",1
19 Street at 32 Avenue NE,2 vehicle incident,03/08/2017 01:55:15 PM,03/08/2017 01:56:04 PM,NE,-114.012247752175,51.0815453371388,"(51.0815453371388, -114.012247752175)",1
Eastbound 16 Avenue at Russet Road NE,2 vehicle incident,03/08/2017 01:45:12 PM,03/08/2017 01:56:04 PM,NE,-114.042458475499,51.06690836088,"(51.06690836088, -114.042458475499)",1
Northbound 37 Street at 10 Avenue SW,2 vehicle incident.,03/08/2017 05:19:53 PM,03/08/2017 05:20:58 PM,SW,-114.141123988002,51.043257226639,"(51.043257226639, -114.141123988002)",1
Country Hills Boulevard and 36 Street NE,Traffic lights are flashing red. Crews have been dispatched.,03/08/2017 05:28:04 PM,03/08/2017 05:32:04 PM,NE,-113.981723944242,51.1542598782656,"(51.1542598782656, -113.981723944242)",1
4 Avenue and 9 Street SW,Single vehicle incident.,03/08/2017 06:09:43 PM,03/08/2017 06:11:08 PM,SW,-114.083472890212,51.0498986764639,"(51.0498986764639, -114.083472890212)",1
Northbound Deerfoot Trail at 64 Avenue NE,2 vehicle incident blocking the left lane.,03/08/2017 07:28:22 PM,03/08/2017 07:51:00 PM,NE,-114.046714839645,51.1150430521077,"(51.1150430521077, -114.046714839645)",1
Southbound Crowchild Trail at 32 Avenue NW,Single vehicle incident.,03/08/2017 07:49:26 PM,03/08/2017 07:51:00 PM,NW,-114.123800330905,51.0807143307466,"(51.0807143307466, -114.123800330905)",1
Shawnessy Boulevard and Shawville Boulevard SE,Multi-vehicle incident.,03/08/2017 08:07:45 PM,03/08/2017 08:08:59 PM,SE,-114.069753115267,50.9129738237198,"(50.9129738237198, -114.069753115267)",1
Northbound Deerfoot Trail north of Stoney Trail NE,Single vehicle incident.,03/08/2017 10:29:05 PM,03/08/2017 10:31:51 PM,NE,-114.015398455209,51.1761517268222,"(51.1761517268222, -114.015398455209)",1
7 Avenue at 6 Street SW,2 vehicle incident.,03/09/2017 12:17:18 AM,03/09/2017 12:19:44 AM,SW,-114.076241856166,51.046889989989,"(51.046889989989, -114.076241856166)",1
Southbound Deerfoot Trail at Calfrobe Bridge SE,Single vehicle incident.,03/09/2017 03:31:05 AM,03/09/2017 03:32:51 AM,SE,-114.039173086226,50.9941566757218,"(50.9941566757218, -114.039173086226)",1
Southbound Deerfoot Trail approaching 17 Avenue SE,Single vehicle incident blocking the left lane.,03/09/2017 06:41:47 AM,03/09/2017 06:47:29 AM,SE,-114.008611991531,51.0370350874538,"(51.0370350874538, -114.008611991531)",1
Northbound Deerfoot Trail at Airport Trail NE,Single vehicle incident,03/09/2017 07:06:00 AM,03/09/2017 07:10:15 AM,NE,-114.035164405368,51.1410809904857,"(51.1410809904857, -114.035164405368)",1
Eastbound Stoney Trail approaching Deerfoot Trail SE,2 vehicle incident,03/09/2017 07:40:00 AM,03/09/2017 07:43:23 AM,SE,-114.009538124341,50.8941055716039,"(50.8941055716039, -114.009538124341)",1
Glenmore Trail at Ogden Road SE,Traffic signals are flashing red.,03/09/2017 08:22:49 AM,03/09/2017 08:24:04 AM,SE,-113.998966127967,50.979584263212,"(50.979584263212, -113.998966127967)",1
Northbound Macleod Trail at Canyon Meadows Drive SE,2 vehicle incident.,03/09/2017 08:23:19 AM,03/09/2017 08:24:04 AM,SE,-114.068680793809,50.9311590982465,"(50.9311590982465, -114.068680793809)",1
Southbound Deerfoot Trail at Peigan Trail SE,2 vehicle incident,03/09/2017 08:47:39 AM,03/09/2017 08:48:44 AM,SE,-114.005256240554,51.01500137989,"(51.01500137989, -114.005256240554)",1
Westbound 16 Avenue approaching 52 Street NE,2 vehicle incident,03/09/2017 09:23:48 AM,03/09/2017 09:25:08 AM,NE,-113.948684068857,51.0671148076047,"(51.0671148076047, -113.948684068857)",1
Southbound Deerfoot Trail at 32 Avenue NE,2 vehicle incident,03/09/2017 09:06:34 AM,03/09/2017 09:25:08 AM,NE,-114.031474485981,51.0788137341357,"(51.0788137341357, -114.031474485981)",1
Eastbound Stoney Trail at Chaparral Boulevard SE,2 vehicle incident.,03/09/2017 09:16:16 AM,03/09/2017 09:25:08 AM,SE,-114.025651493291,50.8889424507033,"(50.8889424507033, -114.025651493291)",1
on the exit ramp from Northbound 14 Street to Westbound Glenmore Trail SW,2 vehicle incident.,03/09/2017 09:17:21 AM,03/09/2017 09:25:08 AM,SW,-114.101595818037,50.9963892678367,"(50.9963892678367, -114.101595818037)",1
Berkshire Boulevard at Beddington Boulevard NW,2 vehicle incident,03/09/2017 10:10:42 AM,03/09/2017 10:11:33 AM,NW,-114.08915364531,51.1335569567564,"(51.1335569567564, -114.08915364531)",1
Northbound Deerfoot Trail approaching Peigan Trail SE,Stalled vehicle.,03/09/2017 01:22:37 PM,03/09/2017 01:23:47 PM,NW,-114.005256240554,51.01500137989,"(51.01500137989, -114.005256240554)",1
Memorial Drive and 52 Street NE,2 vehicle incident.,03/09/2017 03:18:13 PM,03/09/2017 03:19:40 PM,NE,-113.956439737746,51.0532849492493,"(51.0532849492493, -113.956439737746)",1
Crowchild Trail and Glenmore Trail SW,2 vehicle incident on the ramp from southbound Crowchild Trail to eastbound Glenmore Trail.,03/09/2017 03:02:21 PM,03/09/2017 03:19:40 PM,SW,-114.121071289426,51.0009971347515,"(51.0009971347515, -114.121071289426)",1
Southbound Sarcee Trail between 16 Avenue and Bow Trail SW,Single vehicle incident blocking the left lane.,03/09/2017 04:13:40 PM,03/09/2017 04:16:08 PM,SW,-114.174685126189,51.0670861688266,"(51.0670861688266, -114.174685126189)",1
Westbound Spruce Meadows Trail at Macleod Trail SE,2 vehicle incident blocking the right lane.,03/09/2017 05:34:42 PM,03/09/2017 05:36:05 PM,SE,-114.06131023126,50.8926286331446,"(50.8926286331446, -114.06131023126)",1
64 Avenue and 14 Street NW,2 vehicle incident.,03/09/2017 06:41:39 PM,03/09/2017 06:45:14 PM,NW,-114.083572253516,51.1091278395816,"(51.1091278395816, -114.083572253516)",1
Eastbound 9 Avenue at 2 Street SW,2 vehicle incident.,03/09/2017 05:40:18 PM,03/09/2017 06:45:14 PM,SW,-114.068034913643,51.0447502848464,"(51.0447502848464, -114.068034913643)",1
Southbound Macleod Trail at Canyon Meadows Drive SE,2 vehicle incident blocking the right lanes.,03/09/2017 07:14:27 PM,03/09/2017 07:15:54 PM,SE,-114.068680793809,50.9311590982465,"(50.9311590982465, -114.068680793809)",1
Airport Road at Barlow Trail NE,Multi vehicle incident.,03/09/2017 09:47:40 PM,03/09/2017 09:53:57 PM,NE,-114.001641996661,51.1342142631658,"(51.1342142631658, -114.001641996661)",1
Northbound Deerfoot Trail at 17 Avenue NE,2 vehicle incident.,03/09/2017 09:52:34 PM,03/09/2017 09:53:56 PM,NE,-114.008611991531,51.0370350874538,"(51.0370350874538, -114.008611991531)",1
Northbound Deerfoot Trail north of Peigan Trail SE,Single vehicle incident in the left lane.,03/10/2017 05:55:31 AM,03/10/2017 05:56:25 AM,SE,-114.005256240554,51.01500137989,"(51.01500137989, -114.005256240554)",1
Northbound Deerfoot Trail approaching Memorial Drive SE,Single vehicle incident.,03/10/2017 07:19:19 AM,03/10/2017 07:26:02 AM,SE,-114.019434255636,51.0488598764172,"(51.0488598764172, -114.019434255636)",1
Southbound Deerfoot Trail south of Anderson Road SE,Single vehicle incident.,03/10/2017 07:01:46 AM,03/10/2017 07:26:02 AM,NW,-114.033912316884,50.9483419251775,"(50.9483419251775, -114.033912316884)",1
Southbound Stoney Trail at Crowchild Trail NW,2 vehicle incident.,03/10/2017 07:50:07 AM,03/10/2017 07:51:27 AM,NW,-114.234333974331,51.1341229080158,"(51.1341229080158, -114.234333974331)",1
60 Avenue at 3 Street SE,2 vehicle incident.,03/10/2017 08:19:08 AM,03/10/2017 08:25:14 AM,SE,-114.057072980716,50.9989539959818,"(50.9989539959818, -114.057072980716)",1
Country Hills Boulevard at 14 Street NE,Single vehicle incident.,03/10/2017 08:07:15 AM,03/10/2017 08:25:14 AM,NE,-114.028520040991,51.1543798176246,"(51.1543798176246, -114.028520040991)",1
Shawnessy Boulevard at Shawinigan Drive SW,2 vehicle incident.,03/10/2017 07:58:15 AM,03/10/2017 08:25:14 AM,SW,-114.089464028663,50.9137024145016,"(50.9137024145016, -114.089464028663)",1
Centre Avenue at Manning Road NE,Single vehicle incident.,03/10/2017 08:24:25 AM,03/10/2017 08:25:14 AM,NE,-114.017146109477,51.0524234913691,"(51.0524234913691, -114.017146109477)",1
Tararidge Drive at Tararidge Circle NE,2 vehicle incident.,03/10/2017 08:20:34 AM,03/10/2017 08:25:14 AM,NW,-113.944201271412,51.1113198816199,"(51.1113198816199, -113.944201271412)",1
Eastbound 16 Avenue at Stoney Trail NW,Single vehicle incident.,03/10/2017 08:31:14 AM,03/10/2017 08:46:12 AM,NW,-113.929731671065,51.0670302472081,"(51.0670302472081, -113.929731671065)",1
112 Avenue at Sarcee Trail NW,Single vehicle incident.,03/10/2017 08:39:50 AM,03/10/2017 08:46:12 AM,NW,-114.16294211009,51.1600012884133,"(51.1600012884133, -114.16294211009)",1
Eastbound 16 Avenue at Barlow Trail NE,Multi-vehicle incident.,03/10/2017 08:45:10 AM,03/10/2017 08:46:12 AM,NE,-114.007756083027,51.0670118241574,"(51.0670118241574, -114.007756083027)",1
Southbound Deerfoot Trail at 16 Avenue NE,2 vehicle incident in the left lane.,03/10/2017 09:09:47 AM,03/10/2017 09:23:18 AM,NE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",1
Eastbound Glenmore Trail at Macleod Trail SE,Multi-vehicle incident blocking the left lane.,03/10/2017 09:20:26 AM,03/10/2017 09:23:18 AM,SE,-114.072037003149,50.9944276300291,"(50.9944276300291, -114.072037003149)",1
Northbound Deerfoot Trail north of Barlow Trail SE,Single vehicle incident blocking the left lane.,03/10/2017 09:22:27 AM,03/10/2017 09:23:18 AM,SE,-114.003426914089,51.0149591059977,"(51.0149591059977, -114.003426914089)",1
Southbound 52 Street approaching Peigan Trail SE,2 vehicle incident in the right lane.,03/10/2017 09:55:29 AM,03/10/2017 10:01:54 AM,SE,-113.960347073149,51.0149575525001,"(51.0149575525001, -113.960347073149)",1
Southbound Deerfoot Trail approaching Peigan Trail SE,2 vehicle incident in the right lane.,03/10/2017 10:54:43 AM,03/10/2017 10:55:56 AM,SE,-114.005256240554,51.01500137989,"(51.01500137989, -114.005256240554)",1
24 Street at Palliser Drive SW,Signal lights are flashing red crews have been dispatched.,03/10/2017 10:25:44 AM,03/10/2017 10:55:56 AM,SW,-114.118023593589,50.9694579994926,"(50.9694579994926, -114.118023593589)",1
Eastbound 16 Avenue approaching Stoney Trail NW,Single vehicle incident.,03/10/2017 08:31:14 AM,03/10/2017 10:55:56 AM,NW,-113.929731671065,51.0670302472081,"(51.0670302472081, -113.929731671065)",1
Northbound Deerfoot Trail on the Calf Robe Bridge SE,Single vehicle incident blocking the left lane.,03/10/2017 11:15:34 AM,03/10/2017 11:25:46 AM,SE,-114.03293039893,51.0781756051286,"(51.0781756051286, -114.03293039893)",1
52 Street at 72 Avenue SE,2 vehicle incident.,03/10/2017 11:23:49 AM,03/10/2017 11:25:46 AM,SE,-113.95903137389,50.9895608259044,"(50.9895608259044, -113.95903137389)",1
90 Avenue at Bay View Drive SW,2 vehicle incident.,03/10/2017 11:47:38 AM,03/10/2017 11:49:57 AM,SW,-114.111754161494,50.9722808657343,"(50.9722808657343, -114.111754161494)",1
Aero Drive at 19 Street NE,2 vehicle incident.,03/10/2017 11:25:48 AM,03/10/2017 11:49:57 AM,NW,-114.013244938306,51.1375224138225,"(51.1375224138225, -114.013244938306)",1
Southbound Deerfoot Trail off ramp to eastbound 16 Avenue NE,2 vehicle incident in the right lane.,03/10/2017 11:58:29 AM,03/10/2017 12:06:47 PM,NE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",1
68 Street at Applewood Drive SE,2 vehicle incident,03/10/2017 01:14:54 PM,03/10/2017 01:17:26 PM,NW,-113.935231688391,51.045626841746,"(51.045626841746, -113.935231688391)",1
Eastbound Memorial Drive at Crowchild Trail NW,Single vehicle incident.,03/10/2017 01:29:34 PM,03/10/2017 01:53:02 PM,NW,-114.117825801179,51.0515028880757,"(51.0515028880757, -114.117825801179)",1
Memorial Drive at 68 Street NE,2 vehicle incident.,03/10/2017 01:41:36 PM,03/10/2017 01:53:02 PM,NE,-113.935553325751,51.052473506141,"(51.052473506141, -113.935553325751)",1
8 Avenue at 44 Street SE,Multi vehicle incident.,03/10/2017 01:52:27 PM,03/10/2017 01:53:02 PM,SE,-113.969996503226,51.0451632218427,"(51.0451632218427, -113.969996503226)",1
Southbound Deerfoot Trail south of Airport Trail NE,Single vehicle incident.,03/10/2017 02:46:57 PM,03/10/2017 02:53:47 PM,NE,-114.03837871099,51.1415863632458,"(51.1415863632458, -114.03837871099)",1
