INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,location,Count
Southbound Deerfoot Trail at Douglasdale Boulevard SE,2 vehicle incident.,12/16/2016 05:43:35 PM,12/16/2016 05:53:31 PM,SE,-114.005303753851,50.9467413147404,"(50.9467413147404, -114.005303753851)",1
Southbound Deerfoot Trail approaching 16 Avenue NE,2 vehicle incident.,12/16/2016 05:37:43 PM,12/16/2016 05:53:31 PM,NE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",1
Ogden Road at 50 Avenue SE,2 vehicle incident.,12/16/2016 05:52:54 PM,12/16/2016 05:53:31 PM,SE,-114.013017226389,51.0065007509199,"(51.0065007509199, -114.013017226389)",1
Southbound Sarcee Trail south of Stoney Trail NW,2 vehicle incident.,12/09/2016 02:09:00 PM,12/09/2016 02:11:00 PM,NW,-114.1703496,51.15180546,"(51.1518054632903, -114.170349642145)",1
Southbound Deerfoot Trail approaching Glenmore Trail SE,Single vehicle incident,12/08/2016 10:55:00 PM,12/08/2016 11:21:00 PM,SE,-114.0287925,51.00497668,"(51.0049766756801, -114.028792524281)",1
Northbound 14 Street to Westbound Glenmore Trail SW,2 vehicle incident blocking the left lane of the ramp.,12/08/2016 07:14:00 PM,12/08/2016 07:16:00 PM,SW,-114.1015958,50.99638927,"(50.9963892678367, -114.101595818037)",1
17 Avenue at 11 Street SW,There is an incident involving a pedestrian.,12/08/2016 09:11:00 AM,12/08/2016 09:12:00 AM,SW,-114.0900453,51.0378177,"(51.0378177048435, -114.090045314076)",1
3 Avenue and Centre Street SE,2 vehicle incident.,12/07/2016 06:53:00 PM,12/07/2016 06:54:00 PM,SE,-114.0626847,51.05028259,"(51.0502825898921, -114.062684660062)",1
Northbound 6 Street at Shawville Gate SW,2 vehicle incident.,12/09/2016 09:07:00 AM,12/09/2016 09:20:00 AM,SW,-114.0724034,50.8977142,"(50.8977141971467, -114.072403432592)",1
Southbound Crowchild Trail at 40 Avenue NW,2 vehicle incident in the left lane.,12/09/2016 08:46:00 AM,12/09/2016 08:53:00 AM,NW,-114.1357132,51.08824039,"(51.0882403913025, -114.135713240739)",1
Northbound Deerfoot Trail at Peigan Trail SE,Single vehicle incident.,12/09/2016 06:15:00 AM,12/09/2016 06:17:00 AM,SE,-114.0052562,51.01500129,"(51.0150012899922, -114.005256240543)",1
Westbound Glenmore Trail at Elbow Drive SW,2 vehicle incident in the middle lane.,12/08/2016 04:38:00 PM,12/08/2016 04:49:00 PM,SW,-114.083916,50.99462773,"(50.9946277261426, -114.083916014515)",1
Westbound 16 Avenue at Deerfoot Trail NE,2 vehicle incident.,12/09/2016 08:14:00 AM,12/09/2016 08:15:00 AM,NE,-114.0285513,51.06737987,"(51.0673798693422, -114.028551292521)",1
Eastbound Crowchild Trail at 53 Street NW,2 vehicle incident.,12/09/2016 07:17:00 AM,12/09/2016 07:20:00 AM,NW,-114.1659241,51.10453231,"(51.1045323086927, -114.165924105603)",1
Westbound Crowchild Trail at 40 Avenue NW,Single vehicle incident,12/09/2016 12:45:00 AM,12/09/2016 12:46:00 AM,NW,-114.1354006,51.08920705,"(51.0892070534337, -114.135400607532)",1
Stoney Trail at Centre Street NE,Single vehicle incident,12/08/2016 10:50:00 PM,12/08/2016 10:51:00 PM,NE,-114.0745,51.17372441,"(51.1737244102959, -114.074499972078)",1
Northbound 14 Street at Anderson Road SW,Single vehicle incident,12/08/2016 10:15:00 PM,12/08/2016 10:20:00 PM,SW,-114.0946146,50.95081176,"(50.9508117579983, -114.094614603654)",1
12 Avenue at 2 Street SW,Multi-vehicle incident.,12/08/2016 03:07:00 PM,12/08/2016 03:08:00 PM,SW,-114.0682628,51.04156779,"(51.0415677851274, -114.068262827355)",1
Northbound Stoney Trail at 16 Avenue NE,Single vehicle incident.,12/08/2016 06:41:00 AM,12/08/2016 06:52:00 AM,NE,-113.9297317,51.06703025,"(51.0670302472081, -113.929731671065)",1
80 Avenue and Metis Trail NE,2 vehicle incident in the intersection.,12/07/2016 09:15:00 PM,12/07/2016 09:18:00 PM,NE,-113.9694753,51.12489634,"(51.1248963444476, -113.969475320853)",1
Southbound Macleod Trail at the exit from Anderson Road SW,2 vehicle incident.,12/07/2016 06:36:00 PM,12/07/2016 06:54:00 PM,SW,-114.0708163,50.9467686,"(50.9467686010511, -114.070816330086)",1
Northbound Sarcee Trail at Stoney Trail NW,2 vehicle incident.,12/07/2016 01:26:00 PM,12/07/2016 01:27:00 PM,NW,-114.1703496,51.15180546,"(51.1518054632903, -114.170349642145)",1
Macleod Trail at 9 Avenue SE,2 vehicle incident.,12/06/2016 04:25:00 PM,12/06/2016 04:26:00 PM,SE,-114.0581785,51.04447099,"(51.0444709916587, -114.058178469072)",1
Scenic Acres Boulevard at Nose Hill Drive NW,2 vehicle incident.,12/15/2016 08:24:10 AM,12/15/2016 08:46:43 AM,NW,-114.205381440139,51.1176309487517,"(51.1176309487517, -114.205381440139)",1
Eastbound 16 Avenue at 52 Street NE,Multi-vehicle incident.,12/08/2016 05:31:00 PM,12/08/2016 05:32:00 PM,NE,-113.9633108,51.0671044,"(51.0671044015668, -113.963310837195)",1
Sherwood Drive at Sherwood Boulevard NW,2 vehicle incident.,12/08/2016 04:48:00 PM,12/08/2016 04:49:00 PM,NW,-114.1604682,51.16538136,"(51.1653813627806, -114.160468242045)",1
Southbound Shaganappi Trail at Sage Hill Boulevard NW,2 vehicle incident.,12/08/2016 03:46:00 PM,12/08/2016 03:47:00 PM,NW,-114.1531181,51.17046267,"(51.1704626681427, -114.153118119933)",1
6 Avenue at 4 Street SW,2 vehicle incident.,12/14/2016 09:19:19 PM,12/14/2016 09:20:22 PM,SW,-114.071479100863,51.0476886807587,"(51.0476886807587, -114.071479100863)",1
Northbound Deerfoot Trail at Airport Trail  NE,2 vehicle incident.,12/08/2016 09:00:00 AM,12/08/2016 09:12:00 AM,NE,-114.0383787,51.14158636,"(51.1415863632458, -114.03837871099)",1
32 Avenue at 32 Street NE,2 vehicle incident.,12/07/2016 10:48:00 AM,12/07/2016 10:50:00 AM,NE,-113.9886585,51.08121344,"(51.0812134398118, -113.988658454555)",1
Eastbound Anderson Road approaching 14 Street SW,2 vehicle incident blocking the left lane.,12/07/2016 09:31:00 AM,12/07/2016 09:32:00 AM,SW,-114.0973444,50.9505907,"(50.9505907010468, -114.097344384191)",1
Shaganappi Trail at Edgemont Boulevard NW,Single vehicle incident.,12/15/2016 05:12:47 PM,12/15/2016 05:13:10 PM,NW,-114.134238087641,51.1271589687409,"(51.1271589687409, -114.134238087641)",1
Northbound Shaganappi Trail at University Avenue NW,2 vehicle incident.,12/15/2016 05:04:27 PM,12/15/2016 05:13:10 PM,NW,-114.151408788079,51.0767811204337,"(51.0767811204337, -114.151408788079)",1
Southbound Deerfoot Trail at Peigan Trail SE,2 vehicle incident.,12/15/2016 05:03:26 PM,12/15/2016 05:13:10 PM,SE,-114.005256240543,51.0150012899922,"(51.0150012899922, -114.005256240543)",1
12 Avenue at 8 Street SW,2 vehicle incident.,12/15/2016 05:02:01 PM,12/15/2016 05:13:10 PM,SW,-114.081523679249,51.0419400930705,"(51.0419400930705, -114.081523679249)",1
Nose Hill Drive at Stoney Trail NW,2 vehicle incident.,12/07/2016 10:12:00 AM,12/07/2016 10:14:00 AM,NW,-114.2261768,51.10693895,"(51.1069389517529, -114.226176821629)",1
Southbound Deerfoot Trail at 64 Avenue NE,Multi vehicle incident.,12/07/2016 08:25:00 AM,12/07/2016 08:50:00 AM,NE,-114.0492326,51.11065211,"(51.1106521140099, -114.049232563541)",1
Westbound Glenmore Trail approaching Crowchild Trail SW,2 vehicle incident blocking the right lane.,12/07/2016 09:21:00 AM,12/07/2016 09:32:00 AM,SW,-114.1210713,51.00099713,"(51.0009971347515, -114.121071289426)",1
Eastbound 5 Avenue at 1 Street SE,2 vehicle incident blocking the right lane.,12/06/2016 10:14:00 PM,12/06/2016 10:14:00 PM,SE,-114.060367,51.04831937,"(51.0483193746978, -114.06036704609)",1
Northbound Deerfoot Trail at Douglasdale Boulevard SE,Multi vehicle incident.,12/07/2016 07:17:00 AM,12/07/2016 07:18:00 AM,SE,-114.0053038,50.94674131,"(50.9467413147404, -114.005303753851)",1
26 Avenue and 52 Street NE,2 vehicle incident in the intersection.,12/06/2016 06:03:00 PM,12/06/2016 06:12:00 PM,NE,-113.9585037,51.07631642,"(51.0763164190347, -113.958503725915)",1
Northbound Centre Street approaching 56 Avenue NE,Multi vehicle incident.,12/06/2016 05:08:00 PM,12/06/2016 05:10:00 PM,NE,-114.0624402,51.10264898,"(51.102648984796, -114.062440186523)",1
Eastbound McKnight Boulevard at 2 Street NW,Multi vehicle incident.,12/06/2016 10:00:00 AM,12/06/2016 10:01:00 AM,NW,-114.0649874,51.09611149,"(51.0961114922013, -114.064987432792)",1
Blackfoot Trail at 42 Avenue SE,2 vehicle incident.,12/14/2016 03:13:58 PM,12/14/2016 03:15:24 PM,SE,-114.049120441881,51.0160014453029,"(51.0160014453029, -114.049120441881)",1
52 Street at Glenmore Trail SE,2 vehicle incident.,12/14/2016 03:48:30 PM,12/14/2016 03:50:22 PM,SE,-113.961937084303,50.9796424341637,"(50.9796424341637, -113.961937084303)",1
32 Avenue at Collegiate Boulevard NW,Multi vehicle incident.,12/14/2016 03:23:34 PM,12/14/2016 03:50:22 PM,NW,-114.137613073106,51.0815409516203,"(51.0815409516203, -114.137613073106)",1
Southbound Crowchild Trail approaching 24 Avenue NW,2 vehicle incident blocking the right lane.,12/14/2016 05:13:40 PM,12/14/2016 05:14:55 PM,NW,-114.119444842227,51.0744303064741,"(51.0744303064741, -114.119444842227)",1
James Mckevitt Road at Shawnessy Boulevard SW,2 vehicle incident.,12/14/2016 05:43:47 PM,12/14/2016 05:55:39 PM,SW,-114.100152329949,50.9139641533501,"(50.9139641533501, -114.100152329949)",1
Eastbound 130 Avenue past Deerfoot Trail SE,Multi vehicle incident blocking the left lane.,12/14/2016 05:28:47 PM,12/14/2016 05:55:39 PM,SE,-113.978889717279,50.931982522778,"(50.931982522778, -113.978889717279)",1
Eastbound 16 Avenue approaching Deerfoot Trail SE,2 vehicle incident.,12/14/2016 06:59:52 PM,12/14/2016 07:01:09 PM,SE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",1
Southbound Crowchild Trail at 17 Avenue SW,Single vehicle incident blocking the left lane.,12/15/2016 06:38:39 AM,12/15/2016 06:39:40 AM,SW,-114.112959987034,51.0382141189432,"(51.0382141189432, -114.112959987034)",1
Southbound 52 Street at Peigan Trail SE,2 vehicle incident blocking the right lane.,12/15/2016 07:28:19 AM,12/15/2016 07:29:23 AM,SE,-113.960347073149,51.0149575525001,"(51.0149575525001, -113.960347073149)",1
Westbound Glenmore Trail at 14 Street SW,2 vehicle incident blocking two right lanes.,12/15/2016 08:05:22 AM,12/15/2016 08:07:07 AM,SW,-114.101595818037,50.9963892678367,"(50.9963892678367, -114.101595818037)",1
Westbound Glenmore Trail at 14 Street SW,2 vehicle incident blocking the right lane.,12/15/2016 10:35:15 AM,12/15/2016 10:38:01 AM,SW,-114.101595818037,50.9963892678367,"(50.9963892678367, -114.101595818037)",1
58 Avenue at Blackfoot Trail SE,2 vehicle incident,12/15/2016 12:16:32 PM,12/15/2016 12:19:05 PM,SE,-114.049292436504,51.0014583208232,"(51.0014583208232, -114.049292436504)",1
Edmonton Trail at 15 Ave NE,2 vehicle incident,12/15/2016 12:35:41 PM,12/15/2016 12:36:42 PM,NE,-114.056204755458,51.0659893861571,"(51.0659893861571, -114.056204755458)",1
Saddletowne Circle at Saddleridge Drive NE,2 vehicle incident,12/15/2016 12:24:59 PM,12/15/2016 12:36:42 PM,NE,-113.94905491415,51.1260675898027,"(51.1260675898027, -113.94905491415)",1
16 Avenue at 19 Street NE,Light on flash,12/15/2016 02:09:08 PM,12/15/2016 02:10:55 PM,NE,-114.014024504463,51.0670372204216,"(51.0670372204216, -114.014024504463)",1
Northbound Sarcee Trail at Bow Trail SW,2 vehicle incident,12/15/2016 01:07:04 PM,12/15/2016 01:08:00 PM,SW,-114.165476911424,51.0533696615276,"(51.0533696615276, -114.165476911424)",1
Eastbound 32 Avenue at Deerfoot Trail NE,2 vehicle incident,12/15/2016 01:03:19 PM,12/15/2016 01:08:00 PM,NE,-114.038032334448,51.0866364874556,"(51.0866364874556, -114.038032334448)",1
Northbound Deerfoot Trail approaching Peigan Trail SE,Single vehicle incident.,12/15/2016 10:02:10 PM,12/15/2016 10:25:08 PM,SE,-114.005256240543,51.0150012899922,"(51.0150012899922, -114.005256240543)",1
Southbound 36 Street at 16 Avenue NE,2 vehicle incident blocking the right lane.,12/15/2016 04:41:40 PM,12/15/2016 04:42:47 PM,NE,-113.989218910462,51.0670855695326,"(51.0670855695326, -113.989218910462)",1
7 Avenue at 7 Street SW,Single vehicle incident.,12/15/2016 04:27:16 PM,12/15/2016 04:42:47 PM,SW,-114.078731427202,51.0469607068594,"(51.0469607068594, -114.078731427202)",1
Shawnessy Boulevard at Shawinigan Drive SW,2 vehicle incident.,12/15/2016 05:34:47 PM,12/15/2016 05:35:29 PM,SW,-114.089463886458,50.9137024146106,"(50.9137024146106, -114.089463886458)",1
Cityscape Gate at Country Hills Boulevard NE,2 vehicle incident.,12/15/2016 06:17:03 PM,12/15/2016 06:17:24 PM,NE,-113.958467188064,51.1539108011657,"(51.1539108011657, -113.958467188064)",1
Westbound Memorial Drive at 19 Street NW,2 vehicle incident.,12/15/2016 06:31:02 PM,12/15/2016 06:31:58 PM,NW,-114.106125423731,51.0491480905953,"(51.0491480905953, -114.106125423731)",1
Northbound Crowchild Trail north of Kensington Road NW,2 vehicle incident.,12/15/2016 07:11:25 PM,12/15/2016 07:12:33 PM,NW,-114.118501241,51.0524923336499,"(51.0524923336499, -114.118501241)",1
Eastbound 16 Avenue at 14 Street NW,2 vehicle incident.,12/15/2016 09:31:48 PM,12/15/2016 09:32:43 PM,NW,-114.096037227896,51.0670177605415,"(51.0670177605415, -114.096037227896)",1
Northbound Deerfoot Trail past 17 Avenue SE,Single vehicle incident.,12/15/2016 09:30:26 PM,12/15/2016 09:32:43 PM,SE,-114.008611991531,51.0370350874538,"(51.0370350874538, -114.008611991531)",1
Eastbound Glenmore Trail approaching Deerfoot Trail SE,Multi vehicle incident.,12/15/2016 10:44:58 PM,12/15/2016 10:46:11 PM,SW,-114.039173086151,50.9941565858237,"(50.9941565858237, -114.039173086151)",1
Memorial Drive at 12 Street NE,2 vehicle incident.,12/15/2016 11:15:35 PM,12/15/2016 11:22:31 PM,NE,-114.032366799079,51.0482459788727,"(51.0482459788727, -114.032366799079)",1
Northbound Deerfoot Trail north of Anderson Road SE,Single vehicle incident.,12/15/2016 11:21:05 PM,12/15/2016 11:22:30 PM,SE,-114.033912316884,50.9483419251775,"(50.9483419251775, -114.033912316884)",1
Eastbound Glenmore Trail approaching Blackfoot Trail SE,Multi vehicle incident.,12/15/2016 10:59:07 PM,12/15/2016 11:22:31 PM,SE,-114.056911752152,50.9939810922884,"(50.9939810922884, -114.056911752152)",1
Westbound Blackfoot Trail at 19 Street SE,Stalled vehicle in the left turn lane,12/16/2016 01:38:43 PM,12/16/2016 01:50:31 PM,SE,-114.017915085819,51.0374169048994,"(51.0374169048994, -114.017915085819)",1
Westbound 16 Avenue at 36 Street NE,2 vehicle incident blocking the right lane.,12/16/2016 06:04:02 AM,12/16/2016 06:16:54 AM,NE,-113.989218910462,51.0670855695326,"(51.0670855695326, -113.989218910462)",1
Eastbound Stoney Trail to northbound Deerfoot Trail SE,2 vehicle incident.,12/16/2016 06:13:35 AM,12/16/2016 06:16:54 AM,SE,-113.986616334736,50.8983208574228,"(50.8983208574228, -113.986616334736)",1
Eastbound Glenmore Trail west of Blackfoot Trail SE,2 vehicle incident blocking the left lane.,12/16/2016 06:34:32 AM,12/16/2016 06:39:22 AM,SE,-114.056911752152,50.9939810922884,"(50.9939810922884, -114.056911752152)",1
Eastbound Glenmore Trail at 14 Street SW,2 vehicle incident blocking the left lane.,12/16/2016 06:37:15 AM,12/16/2016 06:39:22 AM,SW,-114.101595818037,50.9963892678367,"(50.9963892678367, -114.101595818037)",1
Eastbound 40 Avenue to southbound Crowchild Trail NW,2 vehicle incident.,12/16/2016 07:22:28 AM,12/16/2016 07:23:17 AM,NW,-114.135713240739,51.0882403913025,"(51.0882403913025, -114.135713240739)",1
Westbound Glenmore Trail west of Blackfoot Trail SE,Multi vehicle incident.,12/16/2016 06:57:53 AM,12/16/2016 07:23:17 AM,SE,-114.056911752152,50.9939810922884,"(50.9939810922884, -114.056911752152)",1
Southbound Elbow Drive at Southland Drive SW,2 vehicle incident.,12/16/2016 08:10:13 AM,12/16/2016 08:24:06 AM,SW,-114.084886938991,50.9634471245518,"(50.9634471245518, -114.084886938991)",1
Westbound 16 Avenue approaching 36 Street NE,2 vehicle incident,12/16/2016 04:29:28 PM,12/16/2016 04:43:15 PM,NE,-113.989218910462,51.0670855695326,"(51.0670855695326, -113.989218910462)",1
Eastbound Glenmore Trail west of Macleod Trail SW,Single vehicle incident.,12/16/2016 08:30:56 AM,12/16/2016 08:41:11 AM,SW,-114.072037003149,50.9944276300291,"(50.9944276300291, -114.072037003149)",1
Westbound Mcknight Boulevard east of Barlow Trail NE,2 vehicle incident.,12/16/2016 08:38:21 AM,12/16/2016 08:41:11 AM,NE,-114.003921890327,51.0928962668731,"(51.0928962668731, -114.003921890327)",1
Eastbound Bow Trail west of Sarcee Trail SW,Multi vehicle incident.,12/16/2016 08:34:56 AM,12/16/2016 08:41:11 AM,SW,-114.165476911424,51.0533696615276,"(51.0533696615276, -114.165476911424)",1
Richmond Road at 30 Street SW,Single vehicle incident.,12/16/2016 09:23:51 AM,12/16/2016 09:24:37 AM,SW,-114.131239934762,51.0254768514178,"(51.0254768514178, -114.131239934762)",1
Centre Street at 40 Avenue NE,2 vehicle incident.,12/16/2016 09:06:55 AM,12/16/2016 09:24:37 AM,NE,-114.062433733103,51.0887404631769,"(51.0887404631769, -114.062433733103)",1
Northbound Deerfoot Trail at 130 Avenue SE,2 vehicle incident blocking the left lane.,12/16/2016 09:55:10 AM,12/16/2016 09:56:02 AM,SE,-113.978889575018,50.9319825227522,"(50.9319825227522, -113.978889575018)",1
Memorial Drive at 4 Street NW,2 vehicle incident,12/16/2016 03:18:15 PM,12/16/2016 03:19:16 PM,NW,-114.071513993077,51.0575662965773,"(51.0575662965773, -114.071513993077)",1
Eastbound 16 Avenue after 36 Street NE,Single vehicle incident,12/16/2016 03:10:35 PM,12/16/2016 03:19:16 PM,NE,-113.972862545581,51.0667840092888,"(51.0667840092888, -113.972862545581)",1
Northbound Blackfoot Trail at Alyth Road Se,Multi vehicle incident,12/16/2016 03:02:18 PM,12/16/2016 03:19:16 PM,SE,-114.025422265832,51.0340286257944,"(51.0340286257944, -114.025422265832)",1
Southbound Deerfoot Trail approaching Memorial Drive NE,2 vehicle incident,12/16/2016 02:59:19 PM,12/16/2016 03:19:16 PM,NE,-114.020024073277,51.055018096025,"(51.055018096025, -114.020024073277)",1
Eastbound 16 Avenue at Barlow Trail NE,Multi-vehicle incident blocking the left lane.,12/16/2016 10:06:20 AM,12/16/2016 10:20:52 AM,NE,-114.007756083027,51.0670118241574,"(51.0670118241574, -114.007756083027)",1
Eastbound Glenmore Trail approaching Blackfoot Trail SE,2 vehicle incident blocking the right lane.,12/16/2016 11:30:59 AM,12/16/2016 11:51:36 AM,SE,-114.056911752152,50.9939810922884,"(50.9939810922884, -114.056911752152)",1
68 Street at California Avenue NE,Single vehicle incident.,12/16/2016 11:49:58 AM,12/16/2016 11:51:36 AM,NE,-114.309770132637,51.1213958442229,"(51.1213958442229, -114.309770132637)",1
Northbound 34th Street at 32nd Avenue NE,2 vehicle incident,12/16/2016 04:04:59 PM,12/16/2016 04:06:03 PM,NE,-113.985509733171,51.0814315410939,"(51.0814315410939, -113.985509733171)",1
16 Avenue at 2 Street NW,"Signal lights are flashing red, crews have been dispatched.",12/16/2016 12:50:11 PM,12/16/2016 12:52:40 PM,NW,-114.067449602607,51.0670006234133,"(51.0670006234133, -114.067449602607)",1
Southbound Deerfoot Trail at 16 Avenue NE,2 vehicle incident moved to shoulder.,12/16/2016 12:48:54 PM,12/16/2016 12:52:40 PM,NE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",1
20 Street at 33 Avenue SW,Incident involving a pedestrian,12/16/2016 02:38:11 PM,12/16/2016 02:40:39 PM,SW,-114.10944594054,51.02398649652,"(51.02398649652, -114.10944594054)",1
Memorial Drive at Penbrooke Drive SE,2 vehicle incident,12/16/2016 03:38:02 PM,12/16/2016 03:48:43 PM,NE,-113.941838399408,51.0520679499487,"(51.0520679499487, -113.941838399408)",1
Southbound Deerfoot Trail after 17 Avenue SE,2 vehicle incident,12/16/2016 05:21:32 PM,12/16/2016 05:24:14 PM,SE,-114.008611991531,51.0370350874538,"(51.0370350874538, -114.008611991531)",1
4 Street at Meredith Road NE,2 vehicle incident.,12/16/2016 06:07:35 PM,12/16/2016 06:08:16 PM,NE,-114.051692781411,51.0519109727275,"(51.0519109727275, -114.051692781411)",1
Symons Valley Road at Kincora Glen Road NW,2 vehicle incident,12/16/2016 06:38:33 PM,12/16/2016 06:49:22 PM,NW,-114.130301981772,51.1655740113606,"(51.1655740113606, -114.130301981772)",1
Southbound Blackfoot Trail at 34 Avenue SE,Single vehicle incident,12/16/2016 06:26:59 PM,12/16/2016 06:49:22 PM,SE,-114.046189322117,51.0230817270066,"(51.0230817270066, -114.046189322117)",1
Old Banff Coach Road at 85 Street SW,Multi vehicle incident,12/16/2016 08:39:24 PM,12/16/2016 08:40:25 PM,SW,-114.211057468644,51.0667481961639,"(51.0667481961639, -114.211057468644)",1
Northbound Deerfoot Trail north of McKenzie Lake Boulevard SE,2 vehicle incident.,12/16/2016 11:08:19 PM,12/16/2016 11:10:01 PM,SE,-113.978565497529,50.9165191726756,"(50.9165191726756, -113.978565497529)",1
8 Avenue at 3 Street SW,Single vehicle incident.,12/17/2016 01:05:18 AM,12/17/2016 01:09:47 AM,SW,-114.055660660695,51.0453323555373,"(51.0453323555373, -114.055660660695)",1
Radcliffe Drive at 28 Street SE,Single vehicle incident.,12/17/2016 01:07:02 AM,12/17/2016 01:09:47 AM,SE,-113.993065571061,51.0451107712154,"(51.0451107712154, -113.993065571061)",1
7 Avenue at 5 Street SW,2 vehicle incident,12/17/2016 09:10:04 AM,12/17/2016 09:14:08 AM,SW,-114.073812620485,51.0468208900532,"(51.0468208900532, -114.073812620485)",1
Beddington Trail at Beddington Boulevard NE,2 vehicle incident,12/17/2016 09:13:10 AM,12/17/2016 09:14:08 AM,NE,-114.053788838389,51.127462941818,"(51.127462941818, -114.053788838389)",1
Eastbound Glenmore Trail exit to Macleod Trail SW,2 vehicle incident in the right lane,12/17/2016 10:21:19 AM,12/17/2016 10:22:26 AM,SW,-114.072037003149,50.9944276300291,"(50.9944276300291, -114.072037003149)",1
Eastbound Anderson Road at Macleod Trail SE,Single vehicle incident,12/17/2016 11:04:08 AM,12/17/2016 11:10:50 AM,SE,-114.068391220745,50.9506023435297,"(50.9506023435297, -114.068391220745)",1
Westbound Glenmore Trail at Sarcee Trail SW,Multi vehicle incident,12/17/2016 12:44:56 PM,12/17/2016 12:46:19 PM,SW,-114.163792129551,51.0094037411857,"(51.0094037411857, -114.163792129551)",1
Bonaventure Drive at 99 Avenue SE,2 vehicle incident,12/17/2016 01:25:02 PM,12/17/2016 01:26:00 PM,SE,-114.068837336869,50.9609728876935,"(50.9609728876935, -114.068837336869)",1
Memorial Drive at Barlow Trail SE,2 vehicle incident,12/17/2016 01:33:46 PM,12/17/2016 01:35:09 PM,SE,-114.000915271455,51.0459715603648,"(51.0459715603648, -114.000915271455)",1
Southbound Crowchild Trail onto eastbound Glenmore Trail SW,Single vehicle incident.,12/17/2016 02:05:00 PM,12/17/2016 02:06:36 PM,SW,-114.117462841315,50.9995650562708,"(50.9995650562708, -114.117462841315)",1
Northbound Deerfoot Trail at 130 Avenue SE,2 vehicle incident.,12/17/2016 02:34:34 PM,12/17/2016 02:35:43 PM,SE,-113.978889575018,50.9319825227522,"(50.9319825227522, -113.978889575018)",1
4 Avenue at 7 Street SW,2 vehicle incident.,12/17/2016 04:45:25 PM,12/17/2016 04:49:37 PM,SW,-114.078509868035,51.0497811137285,"(51.0497811137285, -114.078509868035)",1
Eastbound 16 Avenue at Sarcee Trail NW,Single vehicle incident.,12/17/2016 04:46:20 PM,12/17/2016 04:49:37 PM,NW,-114.189175949324,51.0814419188385,"(51.0814419188385, -114.189175949324)",1
Southbound Elbow Drive at Glenmore Trail SW,2 vehicle incident.,12/17/2016 05:26:06 PM,12/17/2016 05:38:03 PM,SW,-114.083916014515,50.9946277261426,"(50.9946277261426, -114.083916014515)",1
Southbound Macleod Trail at 94 Avenue SE,There is an incident involving a pedestrian.,12/17/2016 05:36:37 PM,12/17/2016 05:38:03 PM,SE,-114.071706940396,50.9686322285233,"(50.9686322285233, -114.071706940396)",1
Westbound Bow Trail at 33 Street SW,Multi vehicle incident.,12/17/2016 06:22:38 PM,12/17/2016 06:25:31 PM,SW,-114.135473870099,51.0415147782208,"(51.0415147782208, -114.135473870099)",1
61 Avenue at 3 Street SW,The traffic signals are flashing red. The crews have been dispatched.,12/17/2016 07:57:52 PM,12/17/2016 08:03:11 PM,SW,-114.069592062489,50.9976418901377,"(50.9976418901377, -114.069592062489)",1
Southbound Shawville Boulevard at Shawville Rise SE,2 vehicle incident.,12/18/2016 12:05:34 AM,12/18/2016 12:06:46 AM,SE,-114.067229573702,50.9057661781543,"(50.9057661781543, -114.067229573702)",1
Southbound Stoney Trail approaching 16 Avenue NE,2 vehicle incident.,12/18/2016 05:04:32 AM,12/18/2016 05:23:43 AM,NE,-113.929731671065,51.0670302472081,"(51.0670302472081, -113.929731671065)",1
162 Avenue at Everstone Drive SW,2 vehicle incident,12/18/2016 08:24:46 AM,12/18/2016 08:25:39 AM,SW,-114.105593099046,50.9068426504751,"(50.9068426504751, -114.105593099046)",1
Shawville Gate at 6 Street SW,2 vehicle incident,12/18/2016 11:17:22 AM,12/18/2016 11:18:30 AM,SW,-114.072403432592,50.8977141971467,"(50.8977141971467, -114.072403432592)",1
Westbound McKnight Boulevard exit to Metis Trail NE,Multi vehicle incident,12/18/2016 11:59:21 AM,12/18/2016 12:01:31 PM,NE,-113.989607026833,51.0955687653163,"(51.0955687653163, -113.989607026833)",1
Southland Drive at Horton Road SW,The traffic signals are flashing red. The crews have been dispatched.,12/18/2016 01:21:28 PM,12/18/2016 01:24:56 PM,SW,-114.074597834514,50.9650812233343,"(50.9650812233343, -114.074597834514)",1
Shaganappi Trail at 40 Avenue NW,2 vehicle incident.,12/18/2016 03:49:29 PM,12/18/2016 03:50:29 PM,NW,-114.154242576593,51.0883129751641,"(51.0883129751641, -114.154242576593)",1
Northbound Falconridge Boulevard at Castleridge Boulevard NE,There is an incident involving a pedestrian.,12/19/2016 02:06:02 PM,12/19/2016 02:24:57 PM,NE,-113.958270157097,51.0995939990425,"(51.0995939990425, -113.958270157097)",1
Southbound Macleod Trail at Midlake Boulevard SE,2 vehicle incident.,12/19/2016 01:25:10 PM,12/19/2016 02:24:57 PM,SE,-114.068853923162,50.9158374722595,"(50.9158374722595, -114.068853923162)",1
52 Street at Madigan Road NE,2 vehicle incident.,12/19/2016 02:22:58 PM,12/19/2016 02:24:57 PM,NE,-113.95850095135,51.0621869538691,"(51.0621869538691, -113.95850095135)",1
